id,comment,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532643,Excelente! O melhor do mercado! Por 1399 foi a melhor compra que fiz na vida! Sem vazamentos nem dead pixel.\nBrilho top! Rápido, 144hz 1 MS! IPS de alta qualidade!\nNenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534540,MONITOR EXCELENTE, mas tem um porem Muito bom, sem Dead/Stuck pixel, pouco vazamento de luz, qualidade do IPS ótima (comparei com um AOC 27 IPS, de um amigo meu) base simples porem funcional.\nsem duvidas a resolução 2K, junto a um painel IPS e 144hz entregam tudo que um gamer precisa tanto para games casuais, games competitivos, filmes e trabalhos.\num ponto negativo e a construção, não e ruim, tem uma sabe simples, todo de plástico e com bordas finas, o único porem foi que o meu exemplar veio com um espaço entre o painel e a carcaça, fazendo assim com que eu enchergue o painel dentro, porem não irei devolver, e apenas um detalhe, ainda tenho meus 2 anos de garantia.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535316,perfeito ta aproveitei com gosto a promoção\ntô utilizando no meu séries S é tá perfeito, tempo de resposta e qualidade\nsó falto ter como definir as cores RGB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535370,Coringa Otima opçao pra quem quer trabalho/lazer no mesmo monitor. Otimo para jogos comp e também para trabalho por ser QHD.\nOtimo valor (1400 na data de compra)\nDefiniçao/resoluçao\nBaixo Ghost \nSem deadpixel / vazamento de luz\nCores muito boas.\nLimitaçao de HDR 8 bits e 144hz ou 120hz e HDR 10 bits\nSuporte simples. Mas facilmente substituivel,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535373,Melhor Monitor 2K em custo x benefício Qualidade excelente pode comprar sem dúvidas.\nA imagem é incrível. A qualidade da tela superou em muito as minhas expectativas.\nAinda não encontrei. Talvez o somente o LED que ilumina a base.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535450,Custo benefício Um dos melhores custo benefício hoje no BR mas pegue em promoção, preço cheio tem opções melhores.\n- Angulo de visão por ser IPS\n- Freesync funciona bem\n- Tamanho\n- Imagem bonita e impressiona\n- Freesync, IPS, 144hz, QuadHD tudo junto por um preço abaixo da média.\n- Calibração de fábrica deixa a desejar, precisa ajustar bastante o vermelho.\n- No lote que comprei não funciona 10bits 144hz, me parece que só 10 bits 120hz, mas prezei por ter 144hz e 8 bits mesmo.\n- HDR só presta em alguns jogos\n- Falta de ajuste de altura no suporte, mas não uso pois uso um suporte articulado.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535456,Monitor Fantástico Monitor maravilhoso, bonito, ótimas configurações, sem defeitos.\nO mei chegou sem Dead Pixel, ótimas resolução, IPS, alta velocidade de resposta. Maravilhoso.\nNão há, mas apenas para constar, poucos vazamentos de luz, que para mim não são perceptíveis no uso.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535484,òtimo custo/beneficio Tamanho e resolução são muito bons. Taxa de atualização excelente.\nResolução.\nTela com pouquissimo reflexo.\nQualidade da imagem.\nPreço (peguei por R$ 1.399,00)\nBase sem ajuste NENHUM.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535512,Custo benefício imbatível Monitor utiliza mesmo painel ips que o Acer Nitro XV272U, embora sem overclock a 144hz. O painel é de qualidade boa, ainda mais considerando o preço. Não pude testar Gsync, mas freesync funcionou perfeitamente sem flicker. Minha unidade veio sem nenhum dead pixel e com backlight bleed muito aceitável para IPS. Os leds traseiros são de bom gosto, já o logo em led para baixo exagerado é muito bagaceiro, infelizmente não da pra ligar apenas o traseiro, felizmente basta segurar 2-3seg o primeiro botão traseiro que desliga todos os LEDS, infelizmente o procedimento tem de ser feito toda vez que liga o monitor. O suporte é em metal, mas infelizmente é frágil e não é firme, para mudar ângulo do monitor tem que tomar cuidado para não virar e se esbarrar nele ele fica meio bambo, felizmente possuí suporte para VESA e o recesso é grande suficiente que é compatível com o elg f80n. A carcaça do monitor é feita toda em plástico e tem algumas rebarbas visíveis, poderia ter um acabamento melhor. No todo, a imagem é muito boa, com PPI muito bom, gerando uma imagem bem nítida, 144hz deixa a imagem muito fluída e o freesync funciona perfeitamente, ghosting muito imperceptível, e cores e contraste excelentes para IPS, com brilho de 350nits que fazem diferença para utilização em ambientes claros. Faltou apenas o black equalizer, que eu particularmente não utilizo. Pelo preço que paguei, 1.4k foi imbatível. Poderia ter caixas de som embarcado. A função HDR funciona no windows, mas por possuir apenas DP 1.2 só da pra rodar 4:4:4 120hz 1440p 10bits, para rodar em 144hz 4:4:4 1440p tem que deixar em 8 bits. Ou seja, HDR apenas compatível com 120hz. Recomendo fortemente se o preço estiver até uns 1.8k.\nCusto benefício, painel IPS com boa gama de cores, tempo de resposta rápido com ghosting mínimo, bom contraste para IPS, Gsync e Freesync, brilho bom para uso com ambiente naturalmente iluminado aberta. Vem com cabo hdmi e dp.\nLED com logo para baixo, Não salvar se os estao ligados ou desligados LEDS quando liga o monitor, Suporte de fábrica ruim, acabamentos em geral podiam ser melhores. Não possuí black equalizer. Botões para navegação de menu ruins, poderia ter um joystick. Display port 1.2,5,,,,,,,,,,,,,,,,,,,,
1535524,Excelente! Eu vinha de um Samsung 27 polegadas FHD com uns 10 anos de uso, portanto, este Ozone tem se mostrado uma ótima aquisição até o momento. É bem melhor em cores e resolução, sendo tbm mais bonito (visual mais moderno). Como vários outros relataram, ele apresenta um pouco de vazamento de luz na parte inferior (nada que me atrapalhe no home office), sendo mais perceptível em ambientes escuros, o que pode afetar alguns jogadores. No geral, considerando o custo benefício, estou satisfeito e recomendo o produto.\nCores vivas, resolução excelente para o home office, boa construção e beleza.\nVazamento de luz na parte inferior (perceptível em ambientes escuros) e leds RGB desnecessários (na minha opinião, claro).,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535664,Me surpreendeu positivamente. de 0 a 10, nota 8.\nMe surpreendeu, pois não conhecia a Marca Ozone.\nA resolução QuadHD de fato faz diferença, tenho um monitor Full HD, e depois que coloquei ele. o meu full hd, ficou parecendo que tava em 1024x860. bom design, no geral gostei da imagem não é a melhor, mais está longe de ser ruim. possui fonte externa, o que eu dou preferência, pra caso precisar no futuro, a manutenção é mais barata.\nAs cores são boas, mais não está no mesmo nivel do meu Asus, porém, não é nada gritante. só percebe estando lado a lado.\nA base dele não tem nenhum ajuste, e também atrapalha a organizaçao na mesa.  mais nada que comprando um suporte não resolva. tirando isso, não tenho o que falar negativamente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536722,Excelente pelo que entrega e seu preço final Ótima tela, se calibrada corretamente, tem cores nítidas, bem vivas. A taxa de atualização é muito boa, e a resolução de 2560x1440p entrega uma qualidade de imagem impressionante.\nA entrega foi super rápida e chegou antes do prazo, também não ouve avarias à caixa e nem ao produto, mas poderia ter sido embalado dentro de outra caixa ou em um papel pardo. \nPelo o que pude notar, o meu veio sem dead pixels nem stuck pixels, não reparei muito ghosting. Tela maravilhosa.\nÓtima tela, painel IPS é incrível, base de metal bem resistente e elegante, resolução alta e taxa de atualização muito boa, excelente design\nEXCELENTE CUSTO x BENEFÍCIO (paguei R$1.799,00 nele e R$48,00 de frete= R$1847,00\nFonte poderia ser interna (é externa), as bordas poderiam ser completamente preenchidas com o painel (nada que atrapalhe), a iluminação poderia ser controlável (modos).\nSem contras em questão à tela.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537979,Excelente produto Adorei o produto\nCusto benefício.\nAinda estou avaliando.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539080,Melhor relação CxB do mercado Excelente\n27 polegadas\nIPS\nQuad HD\n144hz\nPreço acessível\nNão possui ajuste de altura,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539623,Bom monitor Veio sem dead pixel, graças a deus\nQualidade de imagem para um 2k está excelente\nA porta display port não funciona a 120 em 10bits\nQuando liga placa de captura nele fica piscando mais que piscaa alerta carro quebrado na estrada, sei lá se é defeito mas incomoda um bocado.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539644,Ótimo monitor 2k com 144Hz ótimo!\nCores da imagem\ntamanho\nresolução excelente\ntaxa de quadros\nvisual slim\nborda fina\nquando desligo o led quando desligo e ligo o monitor ele religa o led\no suporte dele não tem muitos ajustes comprei um suporte a parte,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542700,OZONE Chegou sem DP, ótimo prouto\nImagem muito boa\nO suporte poderia ser menor e melhor desenhado,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543574,"Qualidade BOA BOM\nQualidade 1440p / 144hz, pelo preço está OTIMO. \nLeds traseiros e inferior tem um certo estilo.\nPara cenas escuras nota-se o preto muito claro, ou dependendo do posicionamento que você fica o próprio preto \reflete/clareia mais\"" mas nada que incomode TANTO.\nFaltou um HUB USB para completar esse Kit de custo x benefício""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550797,Ótimo monitor, Monitor muito bom.\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571031,Melhor custo benefício pra monitor QUADHD de 144hz Perfeito\nFrequência alta de 144hz\nDisplay IPS\nSeu suporte de mesa não é ajustável mas comprei um suporte de parede,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325282,imagens e descrição não condizem com o produto final tem uma boa qualidade de imagem para um painel tn, porém ao contrário do que a descrição e as imagens nos dizem, o mesmo não possui regulagem de altura e angulação, alem de ter vindo com dead pixel!\nboa imagem, 240hz por um preço justo\ndead pixel, sem regulagem de altura/ângulo,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331271,Produto bom, custo x beneficio Estou usando a uma semana e até agora nada a reclamar, esta batendo as frequencias de Hz .\nObs quando comprei ele estava mais barato do que o msm q tem ajustes então valeu a pena comprar esse, mas entrei agora pra dar minha opinião e vi q ele esta o msm valor no momento do que é ajustavel, então quem for pegar esse compre o outro q tem ajuste\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331892,Bom produto. É um produto que superou minhas expectativas, eu esperava menos pelo preço dele. Eu pensei que o produto seria ruim, mas tudo nele me agradou. Mesmo sendo um painel TN, as cores não me incomodaram, mas só depois que eu configurei. Os presets não me agradaram. Não veio nenhum dead pixel no meu. E não possui ajuste de altura, que mostrava nas fotos, mas eu já imaginava. No mais, ótimo produto! Recomendo a todos. Só uma coisa. Caso você que comprou conectar o cabo Display Port e ele não dar vídeo, inverta as entradas que vai funcionar.\n240Hz, preço, 24 polegadas, ele possui uma pequena regulagem que faz com que ele mexa para frente e para trás, menu fácil de lidar.\nNão chega a me incomodar, mas depois que eu desligo o computador e o monitor, ele fica dando uns estalos, não sei porque. Quando eu desligo o computador e deito na cama, consigo ouvir os estalos, mas não atrapalha. Já os auto falantes, não  consegui usar no meu computador, não deu som, mas como uso headset, ignorei. E o manual é bem vago.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332016,Muito bom! Chegou rápido. Produto tem qualidade com preço acessível. Achei o monitor com boas cores. 100%\nBoas cores. Painel TN, recomendado para FPS competitivo. 2 cabos (HDMI e DisplayPort), chavinha para parafusar o suporte. Muito bom!\nPor enquanto nada.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332217,Ótimo monitor mas não tem regulagem de altura O produto é diferente da imagem, recebi com a base fixa que não é muito alta, sem ajustes de altura tendo apenas ajuste de inclinação.\nPara um painel TN achei as cores excelentes, praticamente não tem ghosting e jogar nele é muito bom. A construção do mesmo me passa confiança e não tive nenhum dead pixel.\nTaxa de atualização de 240 hz. \nAcompanha 2 cabos (HDMI e Display port)\n2 anos de garantia\nBoa construção e acabamento\nAcompanha chave philips na caixa\nManual sem informações\nmonitor diferente das imagens\nsem regulagem de altura.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337676,Muito bom !! Monitor excelente!!!\nTop!!!!\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337868,monitor 240hz produto custo benefício, entrega 240hz\n240hz barato\no apoio é baixo, comprei um outro\nveio com um pixel preso\na imagem podia ser melhor,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340651,Muito Bom Imagem ótima, chegou em casa em 10 dias, estou usando a 1 semana e não tive problemas! Pra quem desconfia do preço, sim, é 240hz\nCusto benefício\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341474,Muito bom! HDMI 2.0 pega 240hz. Muito bom, 240hz HDR da para ver a diferença.\nRápido\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342080,Bom ate Custo beneficio,otimo pra jogos,painel de video nao muito bom.\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343848,ótimo monitor custo benef incrível\ntela incrível com o minimo de ms possivel\nfonte externa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345075,ótimo custo benefício Eu realmente me surpreendi com este monitor, muito satisfeito com todas características. Vi alguns relatos da falta de regulagem, mas no anuncio deste monitor não diz que possui regulagem, e sim em um modelo parecido, atento à isso.\nCuste benefício\nTalvez o acabamento da borda, mas é realmente pouco relevante.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345826,otimo!!!!! melhor monitor que ja tive, excelente marca e um otimo produto\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346754,Monitor Gamer Monitor muito bom, cumpre o que promete\nTela ótima, qualidade top, preço maravilhoso\nnenhum até o momento,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348034,Muito bom, vale muito a pena. Achei maravilhoso, pra mim que nunca tinha usado um 240hz achei impressionante, cores muito bonitas, muito fluido, com certeza recomendo.\nTaxa de atualização.\nNenhum.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352168,Melhor custo benefício do mercado! Um monitor extremamente competente e pelo preço realmente superou todas as minhas expectativas.\nTela muito boa, fácil configuração e instalação.\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353357,muito bom jogo todo dia melhorou a jogatin\nmito obm\n,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358079,muito bom 9.9/10\ncusto beneficio, qualidade e entrega o desejado\npor enquanto, nenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361152,Produto muito bom , melhor custo benefício. Monitor com tamanho bom , imagem perfeita .\nNão ocupamento espaço na mesa . \nSai do Curvo 165 hz para esse 240 hz . Valeu muito apena\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362777,Monitor Ozone Produto muito bom, superou minhas expectativas.\ntaxa de atualização 240hz e o preço.\nnenhum até o momento,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363056,Verdadeiro 240hz Logo que ele chegou eu tive dificuldade de encaixar direito o cabo displayport no monitor e ele dava um erro de economia de energia, porém foi um erro meu e não um problema do monitor.\nOutro ponto foi que eu achei que estivesse com algum problema no cabo displayport pois não sabia que tinha que configurar a tela pra rodar em 240hz, dá pra ver que não sei muito sobre displayport então recomendo quem for leigo igual eu, não se desesperar caso dê algum desses problemas.\nMas é um ótimo monitor e realmente um custo benefício, eu sai dos 75hz pra esse e é diferente, é limpo o movimento e faz bastante diferença nos jogos de FPS além de ser uma ótima experiência de usar o Windows de forma fluída também.\n-240hz abaixo do preço dos concorrentes disponíveis no mercado\n-Padrão VESA de 100x100\n-Compatível com FreeSync e G-Sync\n-Não tem ajuste de ângulo ou altura no suporte que vem na caixa e o suporte é baixo mas por ele vir com o padrão vesa não foi um problema porque eu já tinha um suporte que coube nele, mas recomendo pra quem for comprar, que compre um suporte junto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363603,Custo x benefício excelente Muito bom! Para quem tinha um monitor de 60Hz é um salto absurdo de qualidade.\nCusto beneficio e qualidade\nSó achei a ativação do FreeSync nas configurações. A configuração para o G Sync eu não encontrei. Mas no default ele já configura com 240Hz.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366854,ótimo custo beneficio monitor ótimo custo beneficio para o que oferece\ncumpre tudo oq promete e por um preço que nenhum concorrente chega nem perto.\nveio com uma minúscula mancha branca na parte inferior esquerda da tela (perto do horário do windows), porem é bem irrelevante pois não fica no foco de visão tanto em jogos como navegando.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367035,60 para 240hz Mudança incrível A nitidez, as cores, a fidelidade dos movimentos nos jogos foram surpreendentes. Tenho ecommerce e trabalho com moda, até as fotos das roupas estão mais bonitas, queria dar um monitor desse pra cada cliente rsrsrs.\nMenu simplificado, qualidade de imagem excelente, fidelidade ao q se propõe. Comprei com preço bacana, então valeu demais\nFonte externa.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370883,O MELHOR CUSTO BENEFICIO DO MERCADO Antes de eu efetuar a compra eu estava muito inseguro por causa da marca não ser tão conhecida e de não ter quase nenhum review sobre o produto, mas decidi comprar, e pra minha surpresa, foi a melhor decisão que tomei! Monitor EXCELENTE custo beneficio, 100% completo vindo de ter g-sync ate uma mira ativável no monitor, recomendo 100% um produto sensacional que superou minhas expectativas, se você não estiver seguro sobre o monitor, pode dar uma passada la no meu canal do youtube que eu fiz um review completinho sobre ele, o nome é Vector X :)\nTudo!\nA troca só é permitida a partir de 3 dead pixels, mas de resto, perfeito!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371212,custo benefício ótimo custo benefício\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372401,Bom custo benefício Preço baixo, qualidade razoável\nentrega a taxa de atualização de 240hz que promete 240hz, me ajudou muito nos games\na tela é esquisita, da pra ver serrilhados nas letras na tela e o modo hdr fica meio esquisito (sim, eu configurei). E o acabamento da tela fixa no monitor não é muito bom, você consegue ver um vai entre a tela e a carcaça do monitor, assim, vendo algumas vazões de luz da parte interna do monitor.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375560,O que achei do monitor novo!! Muito bom, estou com um desempenho em jogos muito melhor agora!!\nO tempo de reposta e os FPS.\nUm pouco a qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376872,Produto com defeito No começo estava tudo bem, apos 1 semana de uso o monitor começou a dar problemas, riscos e manchas brancas apareceram. Pesquisem mais sobre a marca e enteda tambem sobre  garantia e seus direitos , as vezes o barato sai caro.\n\n,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377472,muito bom link do meu video https://youtu.be/BAOGgYgNxaE\npreço,240hz e muito bonito\nfaltou um manual bom mas é só mexer que vc aprende,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380323,Ótimo produto monitor top de linha nenhum defeito fiz vários testes.\nmonitor esteticamente bonito, 2 entradas hdmi 1 dp. cumpre o que promete.\nnenhum.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381077,Fantástico Ótimo produto, monitor robusto , realmente entrega o 240hz. Não tem regulagem de altura. Porém a altura dele é boa.\nCusto benefício\nNão tem regulagem de altura,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393844,Melhor compra! 0 arrependimento, monitor lindo, tela excelente, nenhum arrependimento, me surpreendi com a qualidade e a diferença do meu antigo pra esse\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404475,Cumpre o que promete Bom construção, bem embalado, fácil de montar, brilho e painel agradável e bordas finas.\nÓtimo custo beneficio.\nO suporte não passa muita confiança. pé em formato V costuma ser pouco confiáveis com monitores grandes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421224,ozone 240 produto top de linha\nqualidade absurda na imagem, qualidade do produto top !!\nfalta de especificações, exemplo tem opção de tempo no meu de tempo de resposta quais seguintes opções desligado , baixo , médio , alto , não sei qual usar !!!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423738,Melhor impossível Eu estava querendo comprar esse monitor a uns 4 meses já, agora que eu finalmente consegui, superou e muito minhas expectativas, pra quem nunca tinha usado nada além de 70hz, foi uma diferença absurda, respondendo algumas avaliações abaixo, o pé em formato de V, quando chegou aqui, vi que não ia ter problema algum, 100% seguro, e gente falando que as cores são lavadas, as cores são melhores que a do meu monitor antigo, muito vivas, não vai ter problema com isso rlx, se estiver em dúvida se é bom ou não, pode confiar, é ótimo, e o material parece um metal bem resistente.\n240hz, 1ms, 24 polegadas é mais do que suficiente, cores muito bonitas, material bem resistente, já vem com tudo necessário para montar na própria caixa além dos cabos, excelente.\nNenhum até agora, e acredito que continuará assim.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424757,OZone 240Hz É realmente insano o quão suave fica a jogatina em FPS com esse monitor.. Até rolar uma simples página de YouTube te enche os olhos. \nClaro, ele não vai te transformar num pró player, vc ainda precisa de habilidade.. mais ctz vc terá a chance. É mto, mais mto bom.\nQualidade, Construção, 240hz, 1MS, e ainda tem G-Sync e  FreeSync.. precisa dizer mais? Haha\nNão tem ajuste de altura..\nMais óbvio , eu sabia quando comprei. \nNão me atrapalhou em nada na vdd..  a altura que ele tem já é agradável...\nQuando comprei já tava pensando em comprar o suporte F80N da ELG.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427017,Melhor monitor Custo Benefício!!! Excelente, muitos ficam com receio sobre o produto ter uma Marca famosa mas isso é pura ilusão\nConstrução e acabamentos impecáveis\nQualidade de cor a par de um painel IPS\nSem nenhum Dead Pixel\nEntrega realmente os 240Hz 1ms\nNenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427751,Recomendo bastante Produto de alta qualidade\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428758,monitor 240hz muito bom, é sim 240hz de respeito\ntela muito boa\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429552,custo benefício atende o esperado\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431302,Melhor 240z CxB Produto entrega o que fala com um preço muito abaixo da média.\nPelo preço ele entrega a maioria das coisas que monitores mais caros entregam.\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431589,Excelente! Melhorou muito Muito bom, melhorou demais os gráficos dos jogos. \nComprei para colocar num notebook que uso para jogar\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432800,top de + produto hard top d+\n1000000\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434422,Pronto Mto bom e barato\nQualidade de imagem e design\nNada,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434483,Excelente custo-benefício O único problema é não vir com speakers, mas o produto superou as expectativas\nTela\nNão tem speakers,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437704,Melhor Custo Benefício Sensacional, por mais que a marca é europeia e está vindo agora para o Brasil, o produto é sensacional!! Excelência de qualidade, possui diversos perfis (Padrão, Jogos, FPS, RTS). Muito bom, podem comprar que é sensacional, ainda mais 240hz, além de ser GSync\nTodos\nNenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437889,MT bom melhor custo beneficio\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437918,Não gostei da compra Horrivel, mal construido, chip de configuração muit fraco pelo valor do produto, má cablibração de luminancia\nNão Achei\nVeio com defeito\nDeadpixel em menos de um dia de uso\nFonte externa (pode nao ser um problema para voce)\nConstrução em plastico fragil,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438484,top demais muito completo, bem embalado, todos os componentes funcionando.\nqualidade, acabamento, peso, velocidade, praticidade\nmais cores vivas no monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438598,Excelente custo benefício. Monitor completo para meu uso.\nCusto benefício.\nNão encontrei.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438725,Custo Benefício Pelo preço e pelo o que entrega é um excelente produto para aquisição. Tela TN, sem deadpixel e jogatina bem fluída. Porém, não tem o ajuste de altura que é algo que em meu setup não influência, mas caso vocês necessitam ai vão ter que comprar um braço por fora ou pagar pela versão que vem, obviamente sai mais caro. Portanto acaba sendo umas das melhores opções 240hz abaixo de 2k.\nTela TN, apresenta os 240hz e tela fina\najuste de altura e a presença da fonte que acaba deixando o setup um pouco poluído,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439137,Ótimo Recebi o produto, obrigado por tudo\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439454,Excelente! Entrega os 240hz, preço muito bom Muito bom, até o momento nenhuma reclamação. Gostei bastante para jogar FPS\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440244,BOM Gostei bastante do produto, a unica coisa que é muito ruim é a base dele que deixa o monitor quase caindo pra frente sendo impossível de olhar, sugiro nesse caso comprar um suporte articulavel para melhor aproveitamento do produto.\nCusto beneficio.\nBase de sustentação do produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
